"","date","year","quarter","age","e","u","i","eu","ei","ue","ui","ie","iu","ee","ue_s","eu_s","ei_s","ui_s","ie_s","iu_s"
"4411",2016 Q3,2016,3,29,0.75876981,0.054032248,0.1867747,0.012979566,0.021183716,0.23553537,0.20662893,0.097226836,0.083317101,0.023852354,0.267611824878594,0.0164273567390456,0.0216422900604721,0.2701196598171,0.0895017810202375,0.119835728350703
"4412",2016 Q3,2016,3,30,0.78862816,0.043725085,0.16737261,0.011866107,0.021174822,0.20345923,0.26471084,0.072138444,0.060273889,0.019565523,0.224153942845946,0.0145634553907891,0.0207604565521704,0.309723460653515,0.0677990033093532,0.0810283707690057
"4413",2016 Q3,2016,3,31,0.78746724,0.034509581,0.17763583,0.0093623837,0.0206527,0.25989649,0.20350274,0.070529044,0.040799093,0.021420468,0.304594409607659,0.0127079445009449,0.0208261531397559,0.266821491627821,0.0658712259199287,0.0606829383604318
"4414",2016 Q3,2016,3,32,0.79457659,0.037949983,0.16762686,0.009073291,0.017874099,0.26946601,0.16205114,0.087141037,0.053048294,0.021392148,0.318417882527291,0.012377492409646,0.0184996324159412,0.226572387148023,0.0807608698258641,0.0813573750944258
"4415",2016 Q3,2016,3,33,0.79499906,0.039620448,0.16561285,0.0095861722,0.016532732,0.23654425,0.16445382,0.083052851,0.044037215,0.023291912,0.270563340404156,0.0125530758278324,0.016921008556954,0.216795201038788,0.080151277671212,0.063545455593534
"4416",2016 Q3,2016,3,34,0.78337038,0.034317065,0.18209548,0.0089412834,0.020388428,0.20850225,0.2605654,0.085946359,0.042465031,0.025121545,0.227478064245826,0.0110846284084893,0.0207527682604938,0.311407686365044,0.0853427587501536,0.0589351314235821
"4417",2016 Q3,2016,3,35,0.79352981,0.030317945,0.17602663,0.007124844,0.016153567,0.26770025,0.17657687,0.061916269,0.042952463,0.022582244,0.317131182064408,0.00973797481625027,0.0162878744088916,0.236923349694909,0.0552818859973879,0.0641781125988018
"4418",2016 Q3,2016,3,36,0.77484697,0.02998291,0.19605213,0.0086931754,0.01821075,0.2161317,0.22557364,0.065611959,0.02973666,0.015291609,0.241939197911006,0.0111223934988902,0.0181424595687399,0.272061088190228,0.064322232801016,0.0409559120414245
"4419",2016 Q3,2016,3,37,0.79434025,0.02693771,0.17842171,0.0075224596,0.018762439,0.29114661,0.25816217,0.084773734,0.043442272,0.031414334,0.347272505949509,0.0107109641162469,0.0189103497836238,0.349463145873642,0.0790307818400467,0.0700615309745735
"4420",2016 Q3,2016,3,38,0.79438949,0.028785665,0.17665762,0.0074493196,0.020749891,0.22485319,0.14447385,0.08891584,0.023422942,0.023271438,0.254440577494677,0.00962905962006666,0.0221029221233833,0.189641314163336,0.0908220171361952,0.0335949484606856
"4421",2016 Q3,2016,3,39,0.79897362,0.033968199,0.16683374,0.012549647,0.014125679,0.23301953,0.14059184,0.094593465,0.03112998,0.014735391,0.265420897428654,0.0167153168330089,0.0142972207063601,0.18978480015451,0.0955787639480081,0.0451439150111408
